0  0  0 JBBCCCJDD..MJAAL.MFFKL.N..KGGN.HH...
2  2  0 JBBCCCJDD..MJAAL.MFFKL....KGGN...HHN H98 N99
2  2  0 JBBCCCJDD..MJAAL.MFF.L.N..KGGN..K.HH H97 K99
2  2  0 JBBCCCJDDL.MJAAL.MFFK..N..KGGN....HH H97 L99
2  2  0 JBBCCCJDDL.MJAAL.MFFK.....KGGN.HH..N L99 N99
2  2  0 JBBCCCJDD...JAAL.MFFKL.M..KGGN.HH..N M99 N99
3  3  0 JBBCCCJ.DD.MJAAL.MFF.L.N..KGGNHHK... D99 H99 K99
3  3  0 JBBCCCJ.DD.MJAAL.MFFKL....KGGNHH...N D99 H99 N99
3  3  0 JBBCCCJ.DD.MJAAL.MFFKL....KGGN..HH.N D99 H99 N99
3  3  0 JBBCCCJ.DD.MJAAL.MFF.L.N..KGGN..KHH. D99 H98 K99
3  3  0 JBBCCCJ.DD.MJAAL.MFFKL....KGGN...HHN D99 H98 N99
3  3  0 JBBCCCJ.DD.MJAAL.MFF.L.N..KGGN..K.HH D99 H97 K99
3  3  0 JBBCCCJ.DD..JAAL.MFFKL.M..KGGN.HH..N D99 M99 N99
3  3  0 JBBCCCJ..DDMJAAL.MFF.L.N..KGGNHHK... D98 H99 K99
3  3  0 JBBCCCJ..DDMJAAL.MFFKL....KGGNHH...N D98 H99 N99
3  3  0 JBBCCCJ..DDMJAAL.MFFKL....KGGN..HH.N D98 H99 N99
3  3  0 JBBCCCJ..DDMJAAL.MFF.L.N..KGGN..KHH. D98 H98 K99
3  3  0 JBBCCCJ..DDMJAAL.MFFKL....KGGN...HHN D98 H98 N99
3  3  0 JBBCCCJ..DDMJAAL.MFF.L.N..KGGN..K.HH D98 H97 K99
3  3  0 JBBCCCJ..DD.JAAL.MFFKL.M..KGGN.HH..N D98 M99 N99
3  3  0 JBBCCCJDD..MJAAL.M.FFL.N..KGGNHHK... F99 H99 K99
3  3  0 JBBCCCJDDL.MJAAL.MFF...N..KGGNHHK... H99 K99 L99
3  3  0 JBBCCCJDD..MJAAL.MFF.L....KGGNHHK..N H99 K99 N99
3  3  0 JBBCCCJDDL.MJAAL.MFFK.....KGGNHH...N H99 L99 N99
3  3  0 JBBCCCJDD...JAAL.MFFKL.M..KGGNHH...N H99 M99 N99
3  3  0 JBBCCCJDDL.MJAAL.MFFK.....KGGN..HH.N H99 L99 N99
3  3  0 JBBCCCJDD...JAAL.MFFKL.M..KGGN..HH.N H99 M99 N99
3  3  0 JBBCCCJDD..MJAAL.M.FFL.N..KGGN..KHH. F99 H98 K99
3  3  0 JBBCCCJDDL.MJAAL.MFF...N..KGGN..KHH. H98 K99 L99
3  3  0 JBBCCCJDD..MJAAL.MFF.L....KGGN..KHHN H98 K99 N99
3  3  0 JBBCCCJDDL.MJAAL.MFFK.....KGGN...HHN H98 L99 N99
3  3  0 JBBCCCJDD...JAAL.MFFKL.M..KGGN...HHN H98 M99 N99
3  3  0 JBBCCCJDD..MJAAL.M.FFL.N..KGGN..K.HH F99 H97 K99
3  3  0 JBBCCCJDDL.MJAAL.MFF...N..KGGN..K.HH H97 K99 L99
3  3  0 JBBCCCJDDL..JAAL.MFFK..M..KGGN.HH..N L99 M99 N99
3  3  0 JBBCCCJ...DDJAAL.MFFKL.M..KGGN.HH..N D97 M99 N99
4  4  0 JBBCCCJ.DD.MJAAL.M.FFL.N..KGGNHHK... D99 F99 H99 K99
4  4  0 JBBCCCJ.DD.MJAAL.MFF.L....KGGNHHK..N D99 H99 K99 N99
4  4  0 JBBCCCJ.DD..JAAL.MFFKL.M..KGGNHH...N D99 H99 M99 N99
4  4  0 JBBCCCJ.DD..JAAL.MFFKL.M..KGGN..HH.N D99 H99 M99 N99
4  4  0 JBBCCCJ.DD.MJAAL.M.FFL.N..KGGN..KHH. D99 F99 H98 K99
4  4  0 JBBCCCJ.DD.MJAAL.MFF.L....KGGN..KHHN D99 H98 K99 N99
4  4  0 JBBCCCJ.DD..JAAL.MFFKL.M..KGGN...HHN D99 H98 M99 N99
4  4  0 JBBCCCJ.DD.MJAAL.M.FFL.N..KGGN..K.HH D99 F99 H97 K99
4  4  0 JBBCCCJ..DDMJAAL.M.FFL.N..KGGNHHK... D98 F99 H99 K99
4  4  0 JBBCCCJ..DDMJAAL.MFF.L....KGGNHHK..N D98 H99 K99 N99
4  4  0 JBBCCCJ..DD.JAAL.MFFKL.M..KGGNHH...N D98 H99 M99 N99
4  4  0 JBBCCCJ..DD.JAAL.MFFKL.M..KGGN..HH.N D98 H99 M99 N99
4  4  0 JBBCCCJ..DDMJAAL.M.FFL.N..KGGN..KHH. D98 F99 H98 K99
4  4  0 JBBCCCJ..DDMJAAL.MFF.L....KGGN..KHHN D98 H98 K99 N99
4  4  0 JBBCCCJ..DD.JAAL.MFFKL.M..KGGN...HHN D98 H98 M99 N99
4  4  0 JBBCCCJ..DDMJAAL.M.FFL.N..KGGN..K.HH D98 F99 H97 K99
4  4  0 .BBCCCJDD..MJAAL.MJFFL.N..KGGNHHK... F99 H99 J99 K99
4  4  0 .BBCCC.DD..MJAAL.MJFFL.NJ.KGGNHHK... F99 H99 J98 K99
4  4  0 JBBCCCJDDL.MJAAL.M.FF..N..KGGNHHK... F99 H99 K99 L99
4  4  0 JBBCCCJDD..MJAAL.M.FFL....KGGNHHK..N F99 H99 K99 N99
4  4  0 JBBCCCJDDL.MJAAL.M..FF.N..KGGNHHK... F98 H99 K99 L99
4  4  0 JBBCCCJDDL.MJAAL.M...FFN..KGGNHHK... F97 H99 K99 L99
4  4  0 JBBCCCJDDL.MJAAL.MFF......KGGNHHK..N H99 K99 L99 N99
4  4  0 JBBCCCJDD...JAAL.MFF.L.M..KGGNHHK..N H99 K99 M99 N99
4  4  0 JBBCCCJDDL..JAAL.MFFK..M..KGGNHH...N H99 L99 M99 N99
4  4  0 JBBCCCJ...DDJAAL.MFFKL.M..KGGNHH...N D97 H99 M99 N99
4  4  0 JBBCCCJDDL..JAAL.MFFK..M..KGGN..HH.N H99 L99 M99 N99
4  4  0 JBBCCCJ...DDJAAL.MFFKL.M..KGGN..HH.N D97 H99 M99 N99
4  4  0 .BBCCCJDD..MJAAL.MJFFL.N..KGGN..KHH. F99 H98 J99 K99
4  4  0 .BBCCC.DD..MJAAL.MJFFL.NJ.KGGN..KHH. F99 H98 J98 K99
4  4  0 .BBCCC.DD..M.AAL.MJFFL.NJ.KGGNJ.KHH. F99 H98 J97 K99
4  4  0 JBBCCCJDDL.MJAAL.M.FF..N..KGGN..KHH. F99 H98 K99 L99
4  4  0 JBBCCCJDD..MJAAL.M.FFL....KGGN..KHHN F99 H98 K99 N99
4  4  0 JBBCCCJDDL.MJAAL.M..FF.N..KGGN..KHH. F98 H98 K99 L99
4  4  0 JBBCCCJDDL.MJAAL.M...FFN..KGGN..KHH. F97 H98 K99 L99
4  4  0 JBBCCCJDDL.MJAAL.MFF......KGGN..KHHN H98 K99 L99 N99
4  4  0 JBBCCCJDD...JAAL.MFF.L.M..KGGN..KHHN H98 K99 M99 N99
4  4  0 JBBCCCJDDL..JAAL.MFFK..M..KGGN...HHN H98 L99 M99 N99
4  4  0 JBBCCCJ...DDJAAL.MFFKL.M..KGGN...HHN D97 H98 M99 N99
4  4  0 .BBCCCJDD..MJAAL.MJFFL.N..KGGN..K.HH F99 H97 J99 K99
4  4  0 .BBCCC.DD..MJAAL.MJFFL.NJ.KGGN..K.HH F99 H97 J98 K99
4  4  0 .BBCCC.DD..M.AAL.MJFFL.NJ.KGGNJ.K.HH F99 H97 J97 K99
4  4  0 JBBCCCJDDL.MJAAL.M.FF..N..KGGN..K.HH F99 H97 K99 L99
4  4  0 JBBCCCJDDL.MJAAL.M..FF.N..KGGN..K.HH F98 H97 K99 L99
4  4  0 JBBCCCJDDL.MJAAL.M...FFN..KGGN..K.HH F97 H97 K99 L99
4  4  0 JBBCCCJ..LDDJAAL.MFFK..M..KGGN.HH..N D97 L99 M99 N99
5  5  0 .BBCCCJ.DD.MJAAL.MJFFL.N..KGGNHHK... D99 F99 H99 J99 K99
5  5  0 .BBCCC..DD.MJAAL.MJFFL.NJ.KGGNHHK... D99 F99 H99 J98 K99
5  5  0 JBBCCCJ.DD.MJAAL.M.FFL....KGGNHHK..N D99 F99 H99 K99 N99
5  5  0 JBBCCCJ.DD..JAAL.MFF.L.M..KGGNHHK..N D99 H99 K99 M99 N99
5  5  0 .BBCCCJ.DD.MJAAL.MJFFL.N..KGGN..KHH. D99 F99 H98 J99 K99
5  5  0 .BBCCC..DD.MJAAL.MJFFL.NJ.KGGN..KHH. D99 F99 H98 J98 K99
5  5  0 .BBCCC..DD.M.AAL.MJFFL.NJ.KGGNJ.KHH. D99 F99 H98 J97 K99
5  5  0 JBBCCCJ.DD.MJAAL.M.FFL....KGGN..KHHN D99 F99 H98 K99 N99
5  5  0 JBBCCCJ.DD..JAAL.MFF.L.M..KGGN..KHHN D99 H98 K99 M99 N99
5  5  0 .BBCCCJ.DD.MJAAL.MJFFL.N..KGGN..K.HH D99 F99 H97 J99 K99
5  5  0 .BBCCC..DD.MJAAL.MJFFL.NJ.KGGN..K.HH D99 F99 H97 J98 K99
5  5  0 .BBCCC..DD.M.AAL.MJFFL.NJ.KGGNJ.K.HH D99 F99 H97 J97 K99
5  5  0 .BBCCCJ..DDMJAAL.MJFFL.N..KGGNHHK... D98 F99 H99 J99 K99
5  5  0 .BBCCC...DDMJAAL.MJFFL.NJ.KGGNHHK... D98 F99 H99 J98 K99
5  5  0 JBBCCCJ..DDMJAAL.M.FFL....KGGNHHK..N D98 F99 H99 K99 N99
5  5  0 JBBCCCJ..DD.JAAL.MFF.L.M..KGGNHHK..N D98 H99 K99 M99 N99
5  5  0 .BBCCCJ..DDMJAAL.MJFFL.N..KGGN..KHH. D98 F99 H98 J99 K99
5  5  0 .BBCCC...DDMJAAL.MJFFL.NJ.KGGN..KHH. D98 F99 H98 J98 K99
5  5  0 .BBCCC...DDM.AAL.MJFFL.NJ.KGGNJ.KHH. D98 F99 H98 J97 K99
5  5  0 JBBCCCJ..DDMJAAL.M.FFL....KGGN..KHHN D98 F99 H98 K99 N99
5  5  0 JBBCCCJ..DD.JAAL.MFF.L.M..KGGN..KHHN D98 H98 K99 M99 N99
5  5  0 .BBCCCJ..DDMJAAL.MJFFL.N..KGGN..K.HH D98 F99 H97 J99 K99
5  5  0 .BBCCC...DDMJAAL.MJFFL.NJ.KGGN..K.HH D98 F99 H97 J98 K99
5  5  0 .BBCCC...DDM.AAL.MJFFL.NJ.KGGNJ.K.HH D98 F99 H97 J97 K99
5  5  0 BB.CCCJDD..MJAAL.MJFFL.N..KGGNHHK... B99 F99 H99 J99 K99
5  5  0 .BBCCCJDDL.MJAAL.MJFF..N..KGGNHHK... F99 H99 J99 K99 L99
5  5  0 .BBCCCJDD..MJAAL.MJFFL....KGGNHHK..N F99 H99 J99 K99 N99
5  5  0 BB.CCC.DD..MJAAL.MJFFL.NJ.KGGNHHK... B99 F99 H99 J98 K99
5  5  0 .BBCCCDD...MJAAL.MJFFL.NJ.KGGNHHK... D99 F99 H99 J98 K99
5  5  0 .BBCCC.DDL.MJAAL.MJFF..NJ.KGGNHHK... F99 H99 J98 K99 L99
5  5  0 .BBCCC.DD..MJAAL.MJFFL..J.KGGNHHK..N F99 H99 J98 K99 N99
5  5  0 JBBCCCJDDL.MJAAL.M.FF.....KGGNHHK..N F99 H99 K99 L99 N99
5  5  0 JBBCCCJDD...JAAL.M.FFL.M..KGGNHHK..N F99 H99 K99 M99 N99
5  5  0 .BBCCCJDDL.MJAAL.MJ.FF.N..KGGNHHK... F98 H99 J99 K99 L99
5  5  0 .BBCCC.DDL.MJAAL.MJ.FF.NJ.KGGNHHK... F98 H99 J98 K99 L99
5  5  0 JBBCCCJDDL.MJAAL.M..FF....KGGNHHK..N F98 H99 K99 L99 N99
5  5  0 .BBCCCJDDL.MJAAL.MJ..FFN..KGGNHHK... F97 H99 J99 K99 L99
5  5  0 .BBCCC.DDL.MJAAL.MJ..FFNJ.KGGNHHK... F97 H99 J98 K99 L99
5  5  0 JBBCCCJDDL.MJAAL.M..KFFN..KGGNHH.... F97 H99 K98 L99
5  5  0 JBBCCCJDDL.MJAAL.M...FF...KGGNHHK..N F97 H99 K99 L99 N99
5  5  0 JBBCCCJDDL.MJAAL.M....FF..KGGNHHK..N F96 H99 K99 L99 N99
5  5  0 JBBCCCJDDL..JAAL.MFF...M..KGGNHHK..N H99 K99 L99 M99 N99
5  5  0 JBBCCCJ...DDJAAL.MFF.L.M..KGGNHHK..N D97 H99 K99 M99 N99
5  5  0 JBBCCCJ..LDDJAAL.MFFK..M..KGGNHH...N D97 H99 L99 M99 N99
5  5  0 JBBCCCJ..LDDJAAL.MFFK..M..KGGN..HH.N D97 H99 L99 M99 N99
5  5  0 BB.CCCJDD..MJAAL.MJFFL.N..KGGN..KHH. B99 F99 H98 J99 K99
5  5  0 .BBCCCJDDL.MJAAL.MJFF..N..KGGN..KHH. F99 H98 J99 K99 L99
5  5  0 .BBCCCJDD..MJAAL.MJFFL....KGGN..KHHN F99 H98 J99 K99 N99
5  5  0 BB.CCC.DD..MJAAL.MJFFL.NJ.KGGN..KHH. B99 F99 H98 J98 K99
5  5  0 .BBCCCDD...MJAAL.MJFFL.NJ.KGGN..KHH. D99 F99 H98 J98 K99
5  5  0 .BBCCC.DDL.MJAAL.MJFF..NJ.KGGN..KHH. F99 H98 J98 K99 L99
5  5  0 .BBCCC.DD..MJAAL.MJFFL..J.KGGN..KHHN F99 H98 J98 K99 N99
5  5  0 .BBCCC.DD..MAA.L.MJFFL.NJ.KGGNJ.KHH. A99 F99 H98 J97 K99
5  5  0 BB.CCC.DD..M.AAL.MJFFL.NJ.KGGNJ.KHH. B99 F99 H98 J97 K99
5  5  0 .BBCCCDD...M.AAL.MJFFL.NJ.KGGNJ.KHH. D99 F99 H98 J97 K99
5  5  0 .BBCCC.DDL.M.AAL.MJFF..NJ.KGGNJ.KHH. F99 H98 J97 K99 L99
5  5  0 .BBCCC.DD..M.AAL.MJFFL..J.KGGNJ.KHHN F99 H98 J97 K99 N99
5  5  0 JBBCCCJDDL.MJAAL.M.FF.....KGGN..KHHN F99 H98 K99 L99 N99
5  5  0 JBBCCCJDD...JAAL.M.FFL.M..KGGN..KHHN F99 H98 K99 M99 N99
5  5  0 .BBCCCJDDL.MJAAL.MJ.FF.N..KGGN..KHH. F98 H98 J99 K99 L99
5  5  0 .BBCCC.DDL.MJAAL.MJ.FF.NJ.KGGN..KHH. F98 H98 J98 K99 L99
5  5  0 .BBCCC.DDL.M.AAL.MJ.FF.NJ.KGGNJ.KHH. F98 H98 J97 K99 L99
5  5  0 JBBCCCJDDL.MJAAL.M..FF....KGGN..KHHN F98 H98 K99 L99 N99
5  5  0 .BBCCCJDDL.MJAAL.MJ..FFN..KGGN..KHH. F97 H98 J99 K99 L99
5  5  0 .BBCCC.DDL.MJAAL.MJ..FFNJ.KGGN..KHH. F97 H98 J98 K99 L99
5  5  0 .BBCCC.DDL.M.AAL.MJ..FFNJ.KGGNJ.KHH. F97 H98 J97 K99 L99
5  5  0 JBBCCCJDDL.MJAAL.M..KFFN..KGGN...HH. F97 H98 K98 L99
5  5  0 JBBCCCJDDL.MJAAL.M...FF...KGGN..KHHN F97 H98 K99 L99 N99
5  5  0 JBBCCCJDDL.MJAAL.M....FF..KGGN..KHHN F96 H98 K99 L99 N99
5  5  0 JBBCCCJDDL..JAAL.MFF...M..KGGN..KHHN H98 K99 L99 M99 N99
5  5  0 JBBCCCJ...DDJAAL.MFF.L.M..KGGN..KHHN D97 H98 K99 M99 N99
5  5  0 JBBCCCJ..LDDJAAL.MFFK..M..KGGN...HHN D97 H98 L99 M99 N99
5  5  0 BB.CCCJDD..MJAAL.MJFFL.N..KGGN..K.HH B99 F99 H97 J99 K99
5  5  0 .BBCCCJDDL.MJAAL.MJFF..N..KGGN..K.HH F99 H97 J99 K99 L99
5  5  0 BB.CCC.DD..MJAAL.MJFFL.NJ.KGGN..K.HH B99 F99 H97 J98 K99
5  5  0 .BBCCCDD...MJAAL.MJFFL.NJ.KGGN..K.HH D99 F99 H97 J98 K99
5  5  0 .BBCCC.DDL.MJAAL.MJFF..NJ.KGGN..K.HH F99 H97 J98 K99 L99
5  5  0 .BBCCC.DD..MAA.L.MJFFL.NJ.KGGNJ.K.HH A99 F99 H97 J97 K99
5  5  0 BB.CCC.DD..M.AAL.MJFFL.NJ.KGGNJ.K.HH B99 F99 H97 J97 K99
5  5  0 .BBCCCDD...M.AAL.MJFFL.NJ.KGGNJ.K.HH D99 F99 H97 J97 K99
5  5  0 .BBCCC.DDL.M.AAL.MJFF..NJ.KGGNJ.K.HH F99 H97 J97 K99 L99
5  5  0 .BBCCCJDDL.MJAAL.MJ.FF.N..KGGN..K.HH F98 H97 J99 K99 L99
5  5  0 .BBCCC.DDL.MJAAL.MJ.FF.NJ.KGGN..K.HH F98 H97 J98 K99 L99
5  5  0 .BBCCC.DDL.M.AAL.MJ.FF.NJ.KGGNJ.K.HH F98 H97 J97 K99 L99
5  5  0 .BBCCCJDDL.MJAAL.MJ..FFN..KGGN..K.HH F97 H97 J99 K99 L99
5  5  0 .BBCCC.DDL.MJAAL.MJ..FFNJ.KGGN..K.HH F97 H97 J98 K99 L99
5  5  0 .BBCCC.DDL.M.AAL.MJ..FFNJ.KGGNJ.K.HH F97 H97 J97 K99 L99
5  5  0 JBBCCCJDDL.MJAAL.M..KFFN..KGGN....HH F97 H97 K98 L99
6  6  0 BB.CCCJ.DD.MJAAL.MJFFL.N..KGGNHHK... B99 D99 F99 H99 J99 K99
6  6  0 .BBCCCJ.DD.MJAAL.MJFFL....KGGNHHK..N D99 F99 H99 J99 K99 N99
6  6  0 BB.CCC..DD.MJAAL.MJFFL.NJ.KGGNHHK... B99 D99 F99 H99 J98 K99
6  6  0 .BBCCC..DD.MJAAL.MJFFL..J.KGGNHHK..N D99 F99 H99 J98 K99 N99
6  6  0 JBBCCCJ.DD..JAAL.M.FFL.M..KGGNHHK..N D99 F99 H99 K99 M99 N99
6  6  0 BB.CCCJ.DD.MJAAL.MJFFL.N..KGGN..KHH. B99 D99 F99 H98 J99 K99
6  6  0 .BBCCCJ.DD.MJAAL.MJFFL....KGGN..KHHN D99 F99 H98 J99 K99 N99
6  6  0 BB.CCC..DD.MJAAL.MJFFL.NJ.KGGN..KHH. B99 D99 F99 H98 J98 K99
6  6  0 .BBCCC..DD.MJAAL.MJFFL..J.KGGN..KHHN D99 F99 H98 J98 K99 N99
6  6  0 .BBCCC..DD.MAA.L.MJFFL.NJ.KGGNJ.KHH. A99 D99 F99 H98 J97 K99
6  6  0 BB.CCC..DD.M.AAL.MJFFL.NJ.KGGNJ.KHH. B99 D99 F99 H98 J97 K99
6  6  0 .BBCCC..DD.M.AAL.MJFFL..J.KGGNJ.KHHN D99 F99 H98 J97 K99 N99
6  6  0 JBBCCCJ.DD..JAAL.M.FFL.M..KGGN..KHHN D99 F99 H98 K99 M99 N99
6  6  0 BB.CCCJ.DD.MJAAL.MJFFL.N..KGGN..K.HH B99 D99 F99 H97 J99 K99
6  6  0 BB.CCC..DD.MJAAL.MJFFL.NJ.KGGN..K.HH B99 D99 F99 H97 J98 K99
6  6  0 .BBCCC..DD.MAA.L.MJFFL.NJ.KGGNJ.K.HH A99 D99 F99 H97 J97 K99
6  6  0 BB.CCC..DD.M.AAL.MJFFL.NJ.KGGNJ.K.HH B99 D99 F99 H97 J97 K99
6  6  0 BB.CCCJ..DDMJAAL.MJFFL.N..KGGNHHK... B99 D98 F99 H99 J99 K99
6  6  0 .BBCCCJ..DDMJAAL.MJFFL....KGGNHHK..N D98 F99 H99 J99 K99 N99
6  6  0 BB.CCC...DDMJAAL.MJFFL.NJ.KGGNHHK... B99 D98 F99 H99 J98 K99
6  6  0 .BBCCC...DDMJAAL.MJFFL..J.KGGNHHK..N D98 F99 H99 J98 K99 N99
6  6  0 JBBCCCJ..DD.JAAL.M.FFL.M..KGGNHHK..N D98 F99 H99 K99 M99 N99
6  6  0 BB.CCCJ..DDMJAAL.MJFFL.N..KGGN..KHH. B99 D98 F99 H98 J99 K99
6  6  0 .BBCCCJ..DDMJAAL.MJFFL....KGGN..KHHN D98 F99 H98 J99 K99 N99
6  6  0 BB.CCC...DDMJAAL.MJFFL.NJ.KGGN..KHH. B99 D98 F99 H98 J98 K99
6  6  0 .BBCCC...DDMJAAL.MJFFL..J.KGGN..KHHN D98 F99 H98 J98 K99 N99
6  6  0 .BBCCC...DDMAA.L.MJFFL.NJ.KGGNJ.KHH. A99 D98 F99 H98 J97 K99
6  6  0 BB.CCC...DDM.AAL.MJFFL.NJ.KGGNJ.KHH. B99 D98 F99 H98 J97 K99
6  6  0 .BBCCC...DDM.AAL.MJFFL..J.KGGNJ.KHHN D98 F99 H98 J97 K99 N99
6  6  0 JBBCCCJ..DD.JAAL.M.FFL.M..KGGN..KHHN D98 F99 H98 K99 M99 N99
6  6  0 BB.CCCJ..DDMJAAL.MJFFL.N..KGGN..K.HH B99 D98 F99 H97 J99 K99
6  6  0 BB.CCC...DDMJAAL.MJFFL.NJ.KGGN..K.HH B99 D98 F99 H97 J98 K99
6  6  0 .BBCCC...DDMAA.L.MJFFL.NJ.KGGNJ.K.HH A99 D98 F99 H97 J97 K99
6  6  0 BB.CCC...DDM.AAL.MJFFL.NJ.KGGNJ.K.HH B99 D98 F99 H97 J97 K99
6  6  0 BBCCC.JDD..MJAAL.MJFFL.N..KGGNHHK... B99 C99 F99 H99 J99 K99
6  6  0 BB.CCCJDDL.MJAAL.MJFF..N..KGGNHHK... B99 F99 H99 J99 K99 L99
6  6  0 BB.CCCJDD..MJAAL.MJFFL....KGGNHHK..N B99 F99 H99 J99 K99 N99
6  6  0 .BBCCCJDDL.MJAAL.MJFF.....KGGNHHK..N F99 H99 J99 K99 L99 N99
6  6  0 .BBCCCJDD...JAAL.MJFFL.M..KGGNHHK..N F99 H99 J99 K99 M99 N99
6  6  0 BBCCC..DD..MJAAL.MJFFL.NJ.KGGNHHK... B99 C99 F99 H99 J98 K99
6  6  0 BB.CCCDD...MJAAL.MJFFL.NJ.KGGNHHK... B99 D99 F99 H99 J98 K99
6  6  0 BB.CCC.DDL.MJAAL.MJFF..NJ.KGGNHHK... B99 F99 H99 J98 K99 L99
6  6  0 BB.CCC.DD..MJAAL.MJFFL..J.KGGNHHK..N B99 F99 H99 J98 K99 N99
6  6  0 .BBCCCDD.L.MJAAL.MJFF..NJ.KGGNHHK... D99 F99 H99 J98 K99 L99
6  6  0 .BBCCCDD...MJAAL.MJFFL..J.KGGNHHK..N D99 F99 H99 J98 K99 N99
6  6  0 .BBCCC.DDL.MJAAL.MJFF...J.KGGNHHK..N F99 H99 J98 K99 L99 N99
6  6  0 .BBCCC.DD...JAAL.MJFFL.MJ.KGGNHHK..N F99 H99 J98 K99 M99 N99
6  6  0 JBBCCCJDDL..JAAL.M.FF..M..KGGNHHK..N F99 H99 K99 L99 M99 N99
6  6  0 JBBCCCJ...DDJAAL.M.FFL.M..KGGNHHK..N D97 F99 H99 K99 M99 N99
6  6  0 BB.CCCJDDL.MJAAL.MJ.FF.N..KGGNHHK... B99 F98 H99 J99 K99 L99
6  6  0 .BBCCCJDDL.MJAAL.MJ.FF....KGGNHHK..N F98 H99 J99 K99 L99 N99
6  6  0 BB.CCC.DDL.MJAAL.MJ.FF.NJ.KGGNHHK... B99 F98 H99 J98 K99 L99
6  6  0 .BBCCCDD.L.MJAAL.MJ.FF.NJ.KGGNHHK... D99 F98 H99 J98 K99 L99
6  6  0 .BBCCC.DDL.MJAAL.MJ.FF..J.KGGNHHK..N F98 H99 J98 K99 L99 N99
6  6  0 JBBCCCJDDL..JAAL.M..FF.M..KGGNHHK..N F98 H99 K99 L99 M99 N99
6  6  0 BB.CCCJDDL.MJAAL.MJ..FFN..KGGNHHK... B99 F97 H99 J99 K99 L99
6  6  0 .BBCCCJDDL.MJAAL.MJ.KFFN..KGGNHH.... F97 H99 J99 K98 L99
6  6  0 .BBCCCJDDL.MJAAL.MJ..FF...KGGNHHK..N F97 H99 J99 K99 L99 N99
6  6  0 BB.CCC.DDL.MJAAL.MJ..FFNJ.KGGNHHK... B99 F97 H99 J98 K99 L99
6  6  0 .BBCCCDD.L.MJAAL.MJ..FFNJ.KGGNHHK... D99 F97 H99 J98 K99 L99
6  6  0 .BBCCC.DDL.MJAAL.MJ.KFFNJ.KGGNHH.... F97 H99 J98 K98 L99
6  6  0 .BBCCC.DDL.MJAAL.MJ..FF.J.KGGNHHK..N F97 H99 J98 K99 L99 N99
6  6  0 JBBCCCJDDL.MJAAL.M..KFFN..KGGN.HH... F97 H98 K98 L99
6  6  0 JBBCCCJDDL.MJAAL.M..KFFN..KGGN..HH.. F97 H97 K98 L99
6  6  0 JBBCCCJDDL.MJAAL.M..KFF...KGGNHH...N F97 H99 K98 L99 N99
6  6  0 JBBCCCJDDL..JAAL.M...FFM..KGGNHHK..N F97 H99 K99 L99 M99 N99
6  6  0 .BBCCCJDDL.MJAAL.MJ...FF..KGGNHHK..N F96 H99 J99 K99 L99 N99
6  6  0 .BBCCC.DDL.MJAAL.MJ...FFJ.KGGNHHK..N F96 H99 J98 K99 L99 N99
6  6  0 JBBCCCJDDL.MJAAL.M..K.FF..KGGNHH...N F96 H99 K98 L99 N99
6  6  0 JBBCCCJDD..MJAAL.M...LFF..KGGNHHK..N F96 H99 K99 L98 N99
